filename,chemical_formula
OHOMIH_clean.cif,Cu4H6C18O14
OHUMEL_clean.cif,Mo288O768Zn96C864H480
OHUMIP_clean.cif,Mo96Zn32O240C120H56
OJAKOA_clean.cif,Pr4H52C84O44
OJAKUG_clean.cif,Eu4H52C84O44
OJAZOP_clean.cif,Nd128Ge192C576O768
OJICEQ_charged.cif,Zn6H240C196S12N12O84
OJICUG_clean.cif,Sc6H24C48O26
OJIDAN_clean.cif,Sc18H180C324O78
OJIWAG_clean.cif,Zn8H80C160N16O48
OJIWIO_clean.cif,Zn4H40C80N8O24
OJONOQ_clean.cif,Er6C18O36
OJORUC_clean.cif,Zn8O28N12H84C120
OJOZOE_clean.cif,Gd2O20H16C14
OKABAE_clean.cif,Cu18H60C156N24O72
OKABEI_clean.cif,Cu18H84C156N24O72
OKAYAC_clean.cif,O24C56Ca4S4H32
OKAYEG_clean.cif,O24C56Ca4S4H32
OKAYIK_clean.cif,S4O24C56H32Ca4
OKAYOQ_clean.cif,C34H20O8Ca1
OKAYUW_clean.cif,C34H20O8Ca1
OKAZAD_clean.cif,C34H20O8Ca1
OKECIQ01_clean.cif,O96Al18P24
OKECIQ_clean.cif,P24O96Al18
OKELIB_clean.cif,Ni6O20H24C44
OKELOH_clean.cif,O32C88H40Zn4
OKIJUO_charged.cif,Ag4H48C84N16B4F16
OKIKAV_charged.cif,Ag4H48C84N16Cl4O16
OKIKEZ_charged.cif,Ag4H48C88N16S4O12F12
OKILEA_clean.cif,Mn9H30C66N12O24
OKILIE_clean.cif,Mn6H36C66N12O24
OKILUR_clean.cif,Cd8O40N12H32C76
OKIMAY_clean.cif,Zn4O32H36N12C72
OKINIG_clean.cif,Li14H36C48O34
OKIPOO_clean.cif,Co16H288C416N64O80
OKIPUU_clean.cif,Cd16H288C416N64O80
OKIQAB_clean.cif,Zn16H288C416N64O80
OKIQEG_clean.cif,Cd12O72N24H60C148
OKITAE_clean.cif,Cd8H16C8S4N16O20
OKITIM01_charged.cif,Cd4H144C192N48Cl8O32
OKITIM02_charged.cif,Cd4H144C192N48Cl8O32
OKITIM_charged.cif,Cd4H144C192N48Cl4O16
OKIVAG01_charged.cif,Cd4H144C192N48Cl8O32
OKIVAG_charged.cif,Cd4H144C192N48Cl8O32
OKIVIO01_charged.cif,Cd4H144C192N48Cl8O32
OKIVIO02_charged.cif,Cd4H144C192N48Cl8O32
OKIVIO_charged.cif,Cd4H144C192N48Cl8O32
OKIVUA_clean.cif,C192H144N48Cd4
OKIWEL01_charged.cif,Cd4H144C192N48Cl8O32
OKIWEL02_charged.cif,Cd4H144C192N48Cl8O32
OKIWEL_charged.cif,Cd4H144C192N48Cl8O32
OKIWUB01_charged.cif,Cd4H144C192N48Cl4O16
OKIWUB02_clean.cif,C192H144N48Cd4
OKIWUB_charged.cif,Cd4H144C192N48Cl4O16
OKIXIQ01_charged.cif,Cd4H144C192N48Cl4O16
OKIXIQ02_charged.cif,Cd4H144C192N48Cl4O16
OKIXIQ_charged.cif,Cd4H144C192N48Cl4O16
OKIYAJ01_clean.cif,C192H144N48Cd4
OKIYAJ_charged.cif,Cd4H144C192N48Cl8O32
OKIYIR01_charged.cif,Cd4H144C192N48Cl4O16
OKIYIR02_charged.cif,Cd4H144C192N48Cl8O32
OKIYIR03_charged.cif,Cd4H144C192N48Cl8O32
OKIYIR_charged.cif,Cd4H144C192N48Cl8O32
OKOSUE_clean.cif,Cd24O96C304H144
OKUKOW_clean.cif,Zn64O248C912H512Br32B32N96
OKUSUK_clean.cif,O192N48C960H480Cu48
OKUTAR_clean.cif,Cu48O192N48C960H480
OKUTEV_clean.cif,O192N48C960H480Cu48
OLAGIR_clean.cif,P32O128H32Zn16
OLANAS_clean.cif,Zn16O86N24C184H72Co4Na4
OLANEW_clean.cif,Cd14Co4O80H76N24C184
OLAQOI_clean.cif,Cu84S72O138N72H648C348K24Cl6Co6
OLAWUU_clean.cif,Ag64Pd48S96O232N96H888C496La32
OLEKUL_clean.cif,Pd2Cu2Na3C106H58N10O16
OLEKUM_manual.cif,Zn16C176N16Cl32O64H128
OLELAS_clean.cif,Pt2Cu2Na3C106H58N10O16
OLICIX_clean.cif,N576C768H384Fe96Cl24
OLOGEC_clean.cif,Zn16H96C180N12O64
OLOKEF_clean.cif,Ni2H2C10O8
OLONAG_clean.cif,Ag12Sr6S12O28N12C72H44
OLOPEM_clean.cif,Zn8O40N16C168H120
OLOYOF_clean.cif,Cu24O120C212H104N4
OLUCAZ_clean.cif,Cu4H72C72N16O16
OLUROC_clean.cif,C216H72N72O144In18
OLURUI01_charged.cif,In6H24C72N24O48
OLURUI_charged.cif,In6H24C72N24O48
OMAMEU_clean.cif,Zn24P24O96H24
OMAWOP_clean.cif,Ag8H48C64S8N32O16
OMAXEG_clean.cif,Ag4H24C32S4N16O8
OMEWUZ_clean.cif,Ba4H28C36O22
OMICOD_clean.cif,Zn8C136H160N64
OMIMEE_clean.cif,O800C864H288N384Cu192
OMIPAD_clean.cif,C192H128N12O16Zn4
OMIPEH_clean.cif,O416N384C864H288Cu192
OMITUB_clean.cif,O416N384C864H288Cu192
OMOVET_clean.cif,C96H64N72O32Zn20S8
OMUSAS_clean.cif,O56C480Zn32
ONALEV_clean.cif,Mn6P12O48H4Zn6
ONAWEG01_clean.cif,N96C128H192Cu8
ONAWEG02_clean.cif,C128H192N96Cu8
ONEJUN_clean.cif,W108N36O282C72H72Cu18P12
ONEYOW_clean.cif,Zn12H296C408N24O96
ONIXOZ_clean.cif,Cu12H48C120O48
ONUKAL_clean.cif,O50C48H24Fe6
ONUQOE_clean.cif,Cd6C112H64O32S16
OPAGIX_clean.cif,Mg18O54C72H18
OPAMOI_clean.cif,V4P4O20Co1
OPAPEB_clean.cif,Sm2H36C30S6N24O12
OPAPIF_clean.cif,Eu2H36C30S6N24O12
OPAPOL_clean.cif,Tb2H36C30S6N24O12
OPAPUR_clean.cif,Dy2H36C30S6N24O12
OPEGIA_clean.cif,In12O88H48P32
OPEGOG_clean.cif,H76In24O172P56
OPENIH_clean.cif,Cu4H22C44N10O16
OPENON_clean.cif,Cu2H20C34N10O8
OPENUT_clean.cif,Eu8H48C96O48
OPIFUQ_clean.cif,O408C960S192H192Sr96
OPINIL_clean.cif,Dy2Cs2Mo2O2H8N16C18
OPIPUZ_clean.cif,Co4O16C40H44N8
OPIWEQ_clean.cif,Co4H36C36N8O16
OPIXUI_clean.cif,H352C512Cu64N32O288
OPIYAP_clean.cif,O88C128H120Cu16N8
OPOBIF_clean.cif,Zn12H60C78N36O24
OPOBOL_clean.cif,Ba2H12C24N4O12
OPOCUS_clean.cif,Ag24C140H220N64O12
OPOYUO_clean.cif,Zn4H68C92N8O16
OPOZEZ_clean.cif,Cd8H176C232N32O32
OPUCUY_clean.cif,Eu12Ag20O84H168N40C240
OPUDAF_clean.cif,Sm12Ag20O80N40C240H160
OPUDIN_clean.cif,Zn6P4O24H8C8
OPUDOT_clean.cif,Zn12P8O48C16H8
OPURIB01_clean.cif,Ce2H18C34O16
OPURIB_clean.cif,Ce2H18C34O16
OQANIE_clean.cif,Cu8H96C96O56
OQEPUW_clean.cif,Cd12H36C114O48F36
OQEROS_clean.cif,Cd2H48Pd2C96N8O16
OQERUY_clean.cif,O32N16C192H96Cd4Pd4
OQESAF_clean.cif,Cd2H48Pd2C96N8O16
OQESEJ_clean.cif,Cd2H48Pd2C96N8O16
OQETEK_clean.cif,Yb4H28C60O24
OQIQEM_clean.cif,Tm8O48C72H24S12
OQIQIQ_clean.cif,Er8O48C72H24S12
OQIQOW_clean.cif,Y8O48C72H24S12
OQIQUB01_charged.cif,Cu6H152C144N76O12
OQIQUB_charged.cif,Cu6H178C144N76O22
OQIRAI_charged.cif,Cu6H168C144I11N72
OQIZUL_clean.cif,O192Cu48C288H96
OQOBUT_clean.cif,Al16O80C128
OQOJUB_clean.cif,C120H196O32Li4
OQOXAV_clean.cif,Zn8F8N40C8H16
OQUCOU_clean.cif,Cd6O56C88H56
OQUFAJ02_clean.cif,F192O96C288H128Zr24
OQUFAJ04_clean.cif,F96O48C144H64Zr12
OQUFAJ_clean.cif,O48C144H64F96Zr12
OQUFOX_clean.cif,F208O112C320H128Zr24
OQUGUE_clean.cif,F96O64C172H88Zr12
OQUWUU_clean.cif,W96Co20P8O248N128C384H320
OQUXAB_clean.cif,W48Co8O136N32C96H80Ge4
OQUXEF_clean.cif,W48Co8O136C96H80N32B4
OQUXIJ_clean.cif,Co8W48N32O136C96H80
OQUZIL_clean.cif,W48Ag8O136N32C96H80B4
ORAGEU_clean.cif,Gd6Re16C48Se16N48
ORAGOF_clean.cif,C172H96Ho8N12O76P12
ORAJAT_clean.cif,Re32S32N96C96Er8K8
ORAJEX_clean.cif,Re32S32N96C96Ho8K8
ORAJOH_clean.cif,Re32S32N96C96Lu8K8
ORAKAU_clean.cif,Re32S32N96C96Tb8K8
ORAKIC_clean.cif,Re32S32N96C96K16Tm8O8
ORAKUO_clean.cif,Re32S32N96C96Yb8K8
ORANAY_clean.cif,O48C84H36Ce4Mg6N12
ORAQUU_clean.cif,Zn16B240H228C72O56
ORERAG_clean.cif,Be24P32O128H32
OREZAO_clean.cif,Cu12O42N12C72H96S12Ca2
OREZES_clean.cif,Cu12O42N12C72H96S12Ca2
ORIBAU_clean.cif,Zn12C128H64O64
ORIVOC_clean.cif,Zn18C72H18O54
ORIVUI_clean.cif,Ni18C72H18O54
ORIWAP_clean.cif,Co18C72H18O54
ORIWET_clean.cif,Mn18C72H18O54
OROKEN_clean.cif,Nb12Cl24N16C20S12Cu4H12
OROLUD_clean.cif,Zn12P16H16O48
OROMAK_clean.cif,Zn6P8H8O24
ORUHAM_clean.cif,Cd8O32N24H80C140
ORUKET_clean.cif,P12O72N12C168H96Mg6
ORUKOD_clean.cif,Ba12P12O72N12C168H96
ORULEU_clean.cif,Co12O44H60N12C108
OSAVEK_clean.cif,Ca4H16C32O16
OSAVUA_clean.cif,Ca2H8C16O12
OSAWEL_clean.cif,Ca2H8C16O12
OSAXAI_clean.cif,Zn4H64C96N16O16
OSIKIL_clean.cif,Zn24H192C288I48N96
OSIKUX_clean_h.cif,Zn24C288Br48N96H192
OSILOS_charged.cif,Cu4H24C24N32O24Cl2
OSIWUJ_clean.cif,Ag8H48C32N24
OSIXEU_clean.cif,Ag8H48C32N24
OSIXIY_clean.cif,Ag16H96C64N48
OSOMIT_clean.cif,Zn6H48C60N18O24
OSOTUN_clean.cif,Zn84O156C1224H648N144
OSUGUG_clean.cif,N32C96H80Cu4
OSURAX_clean.cif,Cd12C256H160N40O48
OSUVIJ_clean.cif,U4Si4O24C108H68
OSUVOP_clean.cif,U6Si4O24C108H68
OSUWEF_clean.cif,Zn4S8O48C112H64Na8
OTABES_clean.cif,O20C96N8In4
OTALUS_clean.cif,C544H672N32O144P32Zn32
OTAQAD_clean.cif,O20C96N8Ga4
OTATOT_clean.cif,Tb4H72C96N8O24
OTAVAH_clean.cif,Gd4H72C96N8O24
OTAVOV_clean.cif,La4H72C96N8O24
OTAVUB_clean.cif,Eu4H72C96N8O24
OTAWIR_clean.cif,Zn8O32N16C192H112
OTAXOX_clean.cif,Mg24H48C48O96
OTECAT_clean.cif,Al32O144H320C464
OTEGUR_clean.cif,O40C64H32In8
OTEHAY_clean.cif,O40C64H32In8
OTENEH_charged.cif,Pr16H88C56N112O100
OTIBUQ_clean.cif,O20C96H60Al4N8
OTIJAE_clean.cif,Cr24Mn18O288C144
OTIPAK_clean.cif,C64H48N8O16Cd4
OTIPEO_clean.cif,C96H64Cd8N16O32
OTIPUE_clean.cif,Mn6O24F16C96N12H56
OTIQAL_clean.cif,Mn4C64H48O16N8
OTIQEP_clean.cif,C48H32Mn4N8O16
OTODEI_clean.cif,N24C112H144Ag8
OTODIM_clean.cif,Ag8N24C112H144
OTODOS_clean.cif,N24C112H144Ag8
OTOLIU_clean.cif,O144C192H48Ti16
OTOROF_clean.cif,Mn4Fe4C24N24
OTOVAW_clean.cif,Cd6O24F16C96N12H56
OTOVIE_clean.cif,C64H36F12N8O16Co4
OTOXIF_clean.cif,Mo12Mn20C92N88K4H12
OTUDEO_clean.cif,Mn6O42C66H42Na2K2
OTUDIS_clean.cif,Mn6O42C66H42Na2K2
OTUXUX_clean.cif,O24C120N24H88Cd4
OTUYEJ_clean.cif,As16Mn24S52N24H48
OVEHUT_clean.cif,Cd4O24C36H12
OVEJIJ_clean.cif,V18P16O72
OVEXOD_clean.cif,Mn18H160C256N64O68
OVICUS_clean.cif,Zn4H24C48S8N8O16
OVIDON_clean.cif,Cd8H112C148S16N24O36
OVIWIA_clean.cif,U4Co2P4H8C8O24
OVIZID_clean.cif,Ni6H64C88N12O32
OVIZOJ_clean.cif,Ni8O34N6C58H40
OVIZUP_clean.cif,Ni16H168C200N24O64
OVUCOY_clean.cif,U12P16F4O48C48H32
OVUDAL_clean.cif,U6P8O24C24H16F2
OWAVIS_clean.cif,Zn28H96C176N24O96
OWAVOY_clean.cif,Zn12H60C96N18O48
OWETIU_clean.cif,Ag9P4H78W36C54N20O90
OWEYOF_clean.cif,N80O64C368H224S32Co8
OWIHEJ_clean.cif,O40C64H32In8
OWIHIN_clean.cif,O40C64H32In8
OWIHOT_clean.cif,O40C64H32In8
OWIHUZ_clean.cif,O40C64H32In8
OWIJAH_clean.cif,O40C64H32In8
OWIJEL_clean.cif,O40C64H32In8
OWIJIP_clean.cif,O40C64H32In8
OWIJOV_clean.cif,O40C64H32In8
OWIKAI_clean.cif,C64H64Nb4Ni4O8F16N16
OWILAJ_clean.cif,Rh4Zr6Cl4P4O32C184H128
OWIYUP_clean.cif,O224C968H512Cu48N16
OWIZAW_clean.cif,Cu8H128C244O32
OWUHOF_clean.cif,C288H192N16O64Zn16
OWUWOU_clean.cif,Fe4Cd4C168H152N8O48
OWUWUA_clean.cif,Na4Fe4Zn4C168H152N8O48
OXALAB_clean.cif,Co3O24C66H48
OXALEF_clean.cif,Mn3O24C66H48
OXALIJ_ion_b.cif,Cd3N2C68O24H58
OXALOP_clean.cif,O116C264H192Y12N4
OXALUV_SL.cif,In8H104C132O56
OXAMIK_clean.cif,Co3P4H14C10N4O14
OXAPEJ_charged.cif,Co12H148C128N16O48
OXAZIX_clean.cif,Pr4H20C28N4O20
OXEVOE_clean.cif,Ag8C112H112N16S16
OXITOF_clean.cif,Co4H12C34O18
OXOLAP_SL.cif,H152C288O64Zr12
OXOZUY_clean.cif,C156O24Tb4H96N4
OXUNEB_clean.cif,Cd4Mo24Mg2Cl4N4H38O100P16C4
OXUPUT_clean.cif,U8P16H16C48O48
OYEBIE_clean.cif,Zn4H64C80N8O16
OYEJOS_clean.cif,Cu6H128C156Br4N48
OYERER_clean.cif,O26C72H48N12Cr6Cu6
OYERIV_clean.cif,O52C144H96N24Mn6Cl12Cr12
OYEROB_clean.cif,Cd8N24C144H96O52Cr12
OYERUH_clean.cif,N48Cl64C288H192O104Cr24Cd16
OYEWEW_clean.cif,Al24C336H188N16O104
OYEWIA_clean.cif,Al16O64H112C168N8
OYIVEY_clean.cif,Cu18H80C160N80O40
OYIVIC_clean.cif,C32H16N16O8Cu4
OYIVOI_clean.cif,C32H8N16O8F8Cu4
OYOSAX_clean.cif,Mn4H24C48O16
OYUSAD_charged.cif,Zn4Co8P8H24C64O56
OZAVES_clean.cif,O32Ca8S8C48H16
OZAVOC_clean.cif,C24H8O16S4Sr4
OZAVUI_clean.cif,C24H8O16S4Sr4
OZUKOL_clean.cif,Mn18C72H18O54
OZUKUR01_clean.cif,Mn18C72O54
OZUKUR_clean.cif,Mn18C72H18O54
OZULAY_clean.cif,Mn18C72H18O54
OZULUS_clean.cif,Cu18C72H18O54
OZUMAZ01_clean.cif,Cu18C72H18O54
OZUMAZ_clean.cif,Cu18C72H18O54
OZUMIH_clean.cif,Cu18C72H18O54
PABXAT_clean.cif,Pr4H12C24O24
PACGIM_clean.cif,O108C378H216Th12N18
PACYIE_clean.cif,N36C24H24Co8
PACZOK_clean.cif,O288V120P48
PACZUQ_clean.cif,Pr6H84C54N6O48
PADBAZ_charged.cif,Nd6H60C54N6O48Br6
PAFMUH_clean.cif,Cd8O32N24C140H104
PAGFUZ_clean.cif,Zn6P8H8O24
PAHPOG_clean.cif,Ag4N40C232H136O16Fe4
PAJSAX_clean.cif,Zn24N96C144H144
PAKFAL_clean.cif,Mn8N24O16C64H32Au8
PAKFEP_clean.cif,C64H32Mn8N24O16Ag8
PAKXIK_clean.cif,Cd6H48C72N4O28
PALTON_clean.cif,Cu6H108C144N24O24
PAMGIV_clean.cif,Mn4H12C36O18F16
PAMHES01_clean.cif,Zn4H12C36O18F16
PAMHES_clean.cif,Zn4H12C36O18F16
PAMHIW_clean.cif,Cu12H120C168N24O48
PAMTII_clean.cif,Er6H54C96O42
PAMTOO_clean.cif,Dy6H54C96O42
PAMTUU_clean.cif,Tb6H54C96O42
PAMVEG_clean.cif,Zn4H88C64N16O16
PANRUS01_clean.cif,Al18P18O72
PANYEL_clean.cif,Cu8S8O32N40H88C144
PANYOU_charged.cif,Zn4H80C56N16O36
PAPKOJ_clean.cif,O48C192H144Pr8
PAPKUP_clean.cif,O48C192H144Nd8
PAPPAZ_clean.cif,N24C120O12Cu3
PAPPED_clean.cif,Cu3H120C102N24O12
PAPPIH_clean.cif,Cu3H120C102N24O12
PAPROO_clean.cif,Tb4Cu6H60C48N12O48
PAPRUU_clean.cif,La2Ni3H30C24N6O24
PAPVAF_clean.cif,Pr12C156H96O60
PAPVEJ_clean.cif,Er4H96C108S8O24
PAPVIN_clean.cif,Tm4H96C108S8O24
PAPXUB_clean.cif,Cd2H44C56S4N12O4
PAQJUM_clean.cif,Al36P36O144
PAQMEB_clean.cif,Mo24Mn6P16O100
PAQPIG_clean.cif,V6P6O26
PAQVEK_clean.cif,N16C192H96O32Ni4Fe4K4
PARFOF_clean_h.cif,V2C24O10H12
PARHAS_clean.cif,Ca4H32C24O16
PARHEW_clean.cif,Ca4H32C24O16
PARKUQ01_clean.cif,O24C36Cd4H12
PARKUQ_charged.cif,Cd4H44C44O24N4
PARMIG_clean.cif,Ni4H40C64N16O16
PARNIH_clean.cif,Cu8H60C112O40
PARNON_clean.cif,Cu8H64C112O40
PARPII_clean.cif,O20C48Al4
PARVUB_clean.cif,Co6H156C176S4N32O28
PASKAX_clean.cif,Cd2H40C52N8O12
PASMUT_clean.cif,Zn12H24C48O48
PASNAA01_clean.cif,Co12H32C48O52
PASNAA_clean.cif,Co12H32C48O52
PASNEE_clean.cif,Cu10H28C48O48
PASTOU_clean.cif,Cd6H48C60N30Cl6
PATNAB_clean.cif,Ag12S8N32C16H24
PATWOY_clean.cif,Zn3O12C98H64N6
PAVKIH_charged.cif,Ag24H272C328S24N80O104F72
PAVLOO_clean.cif,Ag4N24C40H24O4
PAVMAB_clean.cif,Ag4N24C40H24O4
PAXWOB_clean.cif,Zn24O96P32H32
PEBCAA_clean.cif,Zn10P12O48H8
PEBNEP_clean.cif,Co2Cu4H64C72N24Cl12
PEBYEA_clean.cif,V40P28O160K16
PECBOQ_clean.cif,Mo24Cu8O68N24C140H128P8
PECLEP_clean.cif,Co6O24H72N48C72
PECMOB_clean.cif,Sm2Co1H32C56N8O20
PEDGUA_clean.cif,Ba8Ti8C32O72
PEDMER_clean.cif,Cu6P6H6C12O18
PEDMOB_clean.cif,Cu8P12H68C76N8O36
PEDRIA_clean.cif,Zn32O104C192H96
PEFJUF_clean.cif,P24Al20O96
PEFRID01_clean.cif,Sm8H72C144N24O48
PEFRID_clean.cif,Sm8H72C144N24O48
PEFRUP01_clean.cif,Gd8H72C144N24O48
PEFRUP_clean.cif,Gd8H72C144N24O48
PEFSEA_clean.cif,Cu8H88C72N24O24
PEFSUQ_clean.cif,Cu6H48C69N18O18
PEFTAX_clean.cif,Cu8H88C72N24O24
PEGBAG_clean.cif,Zn8H64C56N48
PEGBUA_clean.cif,Zn8H64C56N48
PEGCAH_clean.cif,Zn8H64C56N48
PEGCEL_clean.cif,Zn8H64C56N48
PEGCIP_clean.cif,Zn12H96C204S24O48
PEGPOI_clean.cif,Y32C160H32N64O128
PEGPUO_clean.cif,Pr16H16C80N32O64
PEGQAV_clean.cif,Nd16H16C80N32O64
PEGQID_clean.cif,Gd16H16C80N32O64
PEGQOJ_clean.cif,Tb16H16C80N32O64
PEGQUP_clean.cif,Er16H16C80N32O64
PEHQID_neutral.cif,Cd6H60C48N4O28
PEHTON_clean.cif,Cu12N24C160H136O32
PEJFEQ_clean.cif,Ga4P4C2O20
PEJFIU_clean.cif,Ga16P16O80C8
PEJFOA_clean.cif,Ga20P20C8O96
PEJFUG_clean.cif,Ga16P20C8O96
PEJMOI_clean.cif,K4Cd16C64N48O64
PEJMUN_charged.cif,Cd4H144C192N48O24Cl24
PEJNUP_clean.cif,Zn6O36C54H18
PEJPAX_charged.cif,Zn6H74C78O36N4
PEJPIF_charged.cif,Zn8H62C74N4O44
PEJRED_clean.cif,Co4H74C102N12O24
PEKCUF_clean.cif,Mn12H160C208O76
PEKDAM_clean.cif,Mn6H80C104O38
PEKKAS_clean.cif,In3C12O24
PEKWAF_clean.cif,O32C24H16U8Sr4P8
PEKZIP_clean.cif,N8C40H32Cu4Cl2
PELGOE_clean.cif,Co6H72C102S6N12O30
PELNEA01_clean.cif,La4H48C60O36
PELQII_clean.cif,Cd8H256C376S8N32O48
PELRAB_clean.cif,N24C84H84O12Cu3
PELRIJ_clean.cif,Cu24H288C480N48O144
PELXIP_clean.cif,Cd16H64C128N64O32
PEMGIZ_charged.cif,Ag4H136C128S8N8O8Sb4F24
PEMREG_clean.cif,Cd8H160C160N16O32
PEMRIK_clean.cif,Zn8H68C112N20O32
PENNAZ_clean.cif,Cd12H56C120N16O48
PENNON_clean.cif,Co8H24C72O40
PENNUT_clean.cif,Zn6H40C62N4O30
PENXUC_clean.cif,P8F8O24C12H24V8
PENYIR_clean.cif,P8F4O28H18C8V7
PENZIS_clean.cif,Zn12P16H16O48
PENZUE_clean.cif,Zn8P8H64C52N8O24
PEPBAO_clean.cif,Zn8P8H64C52N8O24
PEPFAT_clean.cif,Zn40H72C216O152
PEPKOL_clean.cif,Ni4O16N8H36C36
PEPKUR_clean.cif,Ni4H36C36N8O16
PEPLAY_clean.cif,V4O20C32H16
PEPLEC_clean.cif,V4H16C32O20
PEPLIG_clean.cif,V4H16C32O20
PEPLOM_clean.cif,V4H16C32O20
PEQRUZ_clean.cif,Na8Co4H48C96O32
PEQTIQ_clean.cif,Dy4Cu4H48C96N16Cl4O32
PEQWAK_clean.cif,Mn4H24C48O16
PERSEM_clean.cif,U1Zn1H2C12O12
PESTUD_clean.cif,Ni4H36C36N8O16
PETNOS_clean.cif,O60In8P20H28
PETVER_clean.cif,Cd12H48C60N36O16
PETWOC_clean.cif,U6H24C48O32
PEVBUP_clean.cif,Cu38N156H120C232
PEVFON_clean.cif,C96N48H120Zn12
PEVJOQ_clean.cif,Cd4H88C112N16O16
PEVLEJ_clean.cif,Pr2H10C20O14
PEVLIN_clean.cif,Nd2H10C20O14
PEVQIQ_clean.cif,O64Fe16P16F8
PEVQIS_clean_h.cif,O104C192Zn32H96
PEVQOY_clean_h.cif,Zn32O104C192H96
PEVXAQ_clean.cif,Ni8H120C144N56O24
PEVYUM_clean.cif,Co2H20C24N4O6F2
PEVZAT_clean.cif,Co2H20C24N4O6F2
PEWFII01_clean.cif,O8C10H2U1Cu1
PEWFII_clean.cif,U1Cu1H2C10O8
PEWGEF_clean.cif,Cu9H39C24N18O6
PEWKOT_clean.cif,Cd8H64C128Br8N24O32
PEWLUA_clean.cif,Cu24H120C288N72O96
PEWXUL01_clean.cif,Ni2H48C52N14
PEWXUL_clean.cif,Ni2H48C52N14
PEXBIF01_clean.cif,C136H136Cd8N40O32
PEXBIF_clean.cif,Cd4H68C68N20O16
PEXFAA_clean.cif,Mg8C44H24O32
PEXTUI_clean.cif,Cd10H24C72O48
PEYPAM_SL.cif,Zn16H64C144O96
PEYPIU_clean.cif,Zn4H32C56N4O24
PEYSIW_clean.cif,Ni2H48C52N14
PEYVEV_clean.cif,In24H36C108O98
PEZCII_clean.cif,C243H135O54La9
PIBGAK_clean.cif,C68H48O16Eu4
PIBNUK01_clean.cif,Zn12H96C192N24O48
PIBNUK_clean.cif,Zn12H96C192N24O48
PIBPAS01_clean.cif,C200H96N24O60Zn12
PIBPIA_clean.cif,Cd12H96C192N24O48
PICTIG_clean.cif,Zn6H32C64O32
PIDMEV01_clean.cif,Zn6H48C84N4O24
PIDMEV_clean.cif,Zn6H48C84N4O24
PIGHIX01_clean.cif,Cu12N24C192H128O32
PIGHIX_clean.cif,Cu12N24O32C192H128
PIGXAF_clean.cif,Cd18C48O96
PIGXUZ_clean.cif,Co8H92C136N20O40
PIHNUQ_clean.cif,Zn4H48C60N4O20
PIHWAG_clean.cif,La2H18C42S6O12
PIHWOU_clean.cif,Zn8P12O48H12
PIJDIX_clean.cif,Zn12P16H16O48
PIJJEZ_clean.cif,Cd54O288C1008H432
PIJJOI_clean.cif,Zn8H144C144N32O32
PIJROR_clean.cif,Ce2H18C42S6O12
PIKBUH_clean.cif,Rb12H52C56S8O56
PIQFIG_clean.cif,C48O96Cr12Mn4
PIQMOT_clean.cif,Ce4O24N4C156H84
PIQMUZ_clean.cif,C312H200O48N8Ce4
PIRYOF_clean.cif,S4O12C60H48Fe2Cu2N8
PITPEP_clean.cif,Al6P18H108C72O54
PIWRAQ_clean.cif,C65H48Cl6Cu13N15O24Tb4
PIWSEV_clean.cif,Zn12O36N4C152H108
PIYZAZ_clean.cif,Cd2C8
PIYZED01_clean.cif,Cd8C32
PIYZED02_clean.cif,Cd8C32
PIYZED03_clean.cif,Cd8C32
PIYZED_clean.cif,Cd8C32
PIZHEN_clean.cif,V28O112N48C32H16Ag24W20Si4
PIZHOX_clean.cif,Cu6N52C48H32
PIZNOB_clean_h.cif,Eu2C12O12H6
PIZPAP_clean_h.cif,Tb4C24O24H12
PIZPET_clean_h.cif,Y4C24O24H12
PIZPIX02_clean.cif,Er4O24C24H12
PIZPIX_clean_h.cif,Er4C24O24H12
PIZPOD_clean_h.cif,Lu4C24O24H12
PIZQUM_clean.cif,Cu8H96C76N24O24
PIZRAT_clean.cif,Cu8H96C76N24O24
PIZRUN_clean.cif,Cu8H96C76N24O24
PIZSAU_clean.cif,Cu8H92C76N24O24
POBMOJ01_clean.cif,Yb12H96C192N24O51
POBNEA_clean.cif,N12O36C60Co4Li6
POBVIN_clean.cif,Zn64C832H320O256Mn16Cl32N64
POBYAH_charged.cif,Ni24P4H76W36C48O192N8
POCPAZ_clean.cif,Co8H144C160N32O52
PODKOK_clean.cif,Cu24H192C384N80O96
PODKUQ_clean.cif,Cu24H216C432N72O96
PODVIP_clean.cif,U4Cu2P8H38C56N4O24
PODVUB_clean.cif,U8Cu4P16H76C112N8O48F4
PODXEN_clean.cif,Zn4H66C96N14O12
POFGUO_clean.cif,O144C216Li48H72
POFSIN01_clean.cif,Cd8C32
POFSIN02_clean.cif,Cd8C32
POFSIN03_clean.cif,Cd8C32
POFSIN04_clean.cif,Cd8C32
POFSIN_clean.cif,Cd8C32
POHCOG_clean.cif,Ag24N56C168H96Fe8
POHLOP_clean.cif,Eu4H16C48O24
POHLUV_clean.cif,Tb4H16C48O24
POHMAC_clean.cif,Gd4H16C48O24
POHWIU_clean.cif,O36C202H104Co10N8
POJNIM_clean.cif,K8O32C40H8Co4
POJTUE_clean.cif,Fe8H32C64O40
POKGEC_clean.cif,Ni6H72C108N24O24
POKSAL_clean.cif,Yb4Cu2H16C48N16O32
POKSEP_clean.cif,Y4Cu2H16C48N16O32
POKSIT_clean.cif,Tm4Cu2H16C48N16O32
