REFCODE,DOI,CCDC
PUSDOX,10.1039/b913067e,
PUSXIL,10.1039/b917987a,
PUSXIL01,10.1039/b917987a,
PUTYAE,10.1002/(SICI)1521-3773(19981016)37:19<2656::AID-ANIE2656>3.0.CO;2-M,
PUWCEP,10.1021/ja010825o,
PUWCOZ,10.1021/ja010825o,
PUWCUF,10.1021/ja010825o,
PUWDEQ,10.1021/ja010825o,
PUWDOA,10.1021/ja010825o,
PUWYAI,10.1039/b924803j,
PUZLOM,10.1038/nchem.742,
PUZLUS,10.1038/nchem.742,
PUZMAZ,10.1038/nchem.742,
QABVEW,10.1039/C0CC03540H,
QADBII,10.1007/s10904-010-9330-4,
QAGQEW,10.1039/c0sc00320d,
QAHMUJ,10.1107/S1600536810049780,
QALGUH,10.1039/C0CC03882B,
QALNEW,10.1002/1521-3749(200012)626:12<2441::AID-ZAAC2441>3.0.CO;2-L,
QALNIA,10.1002/1521-3749(200012)626:12<2441::AID-ZAAC2441>3.0.CO;2-L,
QAMVEH,10.1039/c2jm16324a,
QAMVEH01,10.1039/c2jm16324a,
QAPQAA,10.1021/cg049808b,
QAQRUW,10.1021/ja0523082,
QAQRUW01,10.1021/cg700731d,
QAQSAD,10.1021/ja0523082,
QARCET,10.1021/ic2015463,
QARTAG,10.1002/ejic.201101229,
QARTEK,10.1002/ejic.201101229,
QASSUZ,10.1002/anie.200500516,
QATHIE,10.1016/j.inoche.2011.09.028,
QATHOK,10.1016/j.inoche.2011.09.029,
QATLEE,10.1016/j.inoche.2011.09.039,
QATPUX,10.1039/b500614g,
QATRAG,10.1016/j.inoche.2011.10.008,
QAVBUL,10.1021/ja053992n,
QAVDEW,10.1016/S0020-1693(00)00244-9,
QAVWAN,10.1002/adfm.201101479,
QAVYUJ,10.1016/j.inoche.2011.12.004,
QAVZAQ,10.1016/j.inoche.2011.12.004,
QAWREM,10.1016/j.inoche.2005.08.013,
QAWRIQ,10.1016/j.inoche.2005.08.013,
QAYTOZ,10.1021/ic000673i,
QEBGAH,10.1039/c2sc20443f,
QEBGEL,10.1039/c2sc20443f,
QEBKUF,10.1039/c2sc20601c,
QEDZEG,10.1039/c4gc00313f,
QEFNAQ,10.1021/ja002624a,
QEGGUE,10.1039/b008259g,
QEGNOH,10.1021/ic300546z,
QEJYIP,10.1021/ic202601y,
QEKLID,10.1016/j.jssc.2012.04.003,
QEKLID01,10.1021/cg300617h,
QEKLUP,10.1016/j.jssc.2012.04.002,
QEPZOB,10.1016/j.molstruc.2006.03.066,
QEPZUH,10.1016/j.molstruc.2006.03.066,
QERWAL,10.1039/b009455m,
QERZUI,10.1021/cg005519l,
QERZUI01,10.1039/b200213b,
QESYOD,-,y
QETCUO,10.1016/j.inoche.2006.07.040,
QETSOY,10.1007/s11224-006-9107-0,
QEVKOS,10.1021/ic061142i,
QEWDON,10.1039/c3dt50687h,
QEYWUN,10.1002/chem.200600980,
QEZZIF,10.1021/ja069353+,
QEZZOL,10.1021/ja069353+,
QIBTAW,10.1021/ja0030461,
QIBTEA,10.1021/ja0030461,
QIDDAI,10.1021/ja992553j,
QIDDAI01,10.1107/S0108768104003878,
QIDDAI02,10.1002/chem.200501067,
QIFLIC,10.1021/cg400183s,
QIFLOI,10.1021/cg400183s,
QIFLUO,10.1021/cg400183s,
QIGBIR,10.1039/b008040n,
QIQTAN,10.1039/C3CE41457D,
QIQVIX,10.1039/C3CE41457D,
QIRYAS,10.1039/b715808d,
QISKIN,10.1039/b710828a,
QISRIV,10.1107/S2052519213024068,
QISVAQ,10.1039/b713705b,
QISVEU,10.1039/b713705b,
QITDEE,-,y
QITMOW,10.1016/j.poly.2007.11.012,
QITMUC,10.1016/j.poly.2007.11.012,
QITYOI,10.1021/cg700741v,
QITZIE,10.1039/C3CE42545B,
QIVBUT,10.1021/cg070468e,
QIWCOQ,10.1039/C4CE00181H,
QIWCUW,10.1039/C4CE00181H,
QIWDAD,10.1039/C4CE00181H,
QIWDOQ,10.1002/anie.200704702,
QIWDOR,10.1039/C4CC00857J,
QIWGOU,10.1021/ic402683j,
QIYDAF,10.1002/chem.201304856,
QIYDAF01,10.1039/C3CC49829H,
QIYDEJ,10.1002/chem.201304856,
QIYDIN,10.1002/chem.201304856,
QIYDOT,10.1002/chem.201304856,
QIYQAR,10.1021/cg7010925,
QIZMIX,10.1039/C4CE00098F,
QOCBEQ,10.1002/chem.200701813,
QOCRUW,10.1016/j.ica.2007.10.043,
QOCSAD,10.1016/j.ica.2007.10.043,
QODHUO,10.1039/C3DT53580K,
QOFKUT,10.1039/C4RA02147A,
QOFLAA,10.1039/C4RA02147A,
QOHTOX,10.1021/ic800766q,
QOHTUD,10.1021/ic800766q,
QOJVAM,10.1021/ja993219q,
QOKCID,10.1021/ic801221r,
QOMDUS,10.1039/b812366g,
QOMFAA,10.1039/b812366g,
QOMFEE,10.1039/b812366g,
QONQEQ,10.1039/b820882b,
QOPCII,10.1002/zaac.200800377,
QOPHEI,-,y
QOPZIF,10.1021/ic801906e,
QOSJIT,10.1039/C4RA13533D,
QOSJOZ,10.1039/C4RA13533D,
QOSJUF,10.1039/C4RA13533D,
QOSKAM,10.1039/C4RA13533D,
QOTBAE,10.1039/C4NJ01985G,
QOTWON,10.1002/ejic.201403093,
QOTZEG,10.1016/j.inoche.2015.08.016,
QOVGOY,10.1007/s11224-008-9383-y,
QOVGOY01,-,y
QOVSOL,10.1039/C4CE02551B,
QOVWOO,10.1039/b817563b,
QOVWOP,10.1039/C4RA13501F,
QOVXEG02,10.1039/C4DT02680B,
QOWLEU,10.1021/ja801997r,
QOWQUO,10.1126/science.1056598,
QOXNIB,10.1002/chem.200802515,
QOZDOY,-,y
QOZFUG,10.1039/b100325i,
QOZPIG,10.1016/j.poly.2014.12.001,
QOZPOM,10.1016/j.poly.2014.12.001,
QOZSIJ,10.1039/C4DT02481H,
QQQGTA01,10.1039/dt9960003363,
QQQGTA02,10.1107/S1600536800018833,
QQQGTA03,10.1039/b212314m,
QUBZIX,10.1021/ic900846s,
QUDJIJ,10.1021/cg900659r,
QUDJOP,10.1021/cg900659r,
QUFFED,10.1021/cg801282r,
QUFTAM,10.1016/S0277-5387(01)00765-3,
QUGBUQ,10.1016/j.ica.2009.08.009,
QUGNOV,10.1016/S1387-7003(01)00219-2,
QUGPAJ,10.1016/S1387-7003(01)00230-1,
QUJFUX,10.1039/b909772d,
QUKYOL,10.1039/b915459k,
QUKYUR,10.1039/b915459k,
QULKIS,10.1039/b903214b,
QULLEP,10.1039/b904387j,
QULMIU,10.1039/b909731g,
QUNMUI,10.1039/b819302a,
QUPDEL,10.1039/b904764f,
QUPHIT,10.1021/cg1001557,
QUPHUF,10.1021/cg1001557,
QUPJAN,10.1021/cg1001557,
QUQFIS,10.1021/cg100316s,
QUQFOY,10.1021/cg100316s,
QUQGAL,10.1021/cg100449z,
QUQGEP,10.1021/cg100075k,
QUQHAM,10.1021/cg1001573,
QUQHAM01,10.1039/C4CE02204A,
QUQPIC,10.1021/cg100568a,
QUQPOI,10.1021/cg100568a,
QUQPUO,10.1021/cg100568a,
QURSEC,10.1246/cl.2010.878,
QUSBEM,10.1021/cg9007476,
QUSBIP,10.1021/ja011692+,
QUSBIQ,10.1021/cg9007476,
QUSCAJ,10.1021/cg9007476,
QUSFEP,-,y
QUTTII,10.1002/1099-0682(200111)2001:11<2739::AID-EJIC2739>3.0.CO;2-1,
QUVDOB,10.1021/cg901012w,
QUVDUH,10.1021/cg901012w,
QUVFAP,10.1021/cg901012w,
QUVFET,10.1021/cg901012w,
RABHAZ,10.1007/BF00706499,
RABHIH,10.1007/BF00706499,
RACHUA,10.1021/ic9022085,
RACHUA01,10.1021/ic9022085,
RACZEC,10.1021/ic100164k,
RACZIG,10.1021/ic100164k,
RAFRUL,10.1021/ic970043p,
RAGREY,-,y
RAGYAB,-,y
RAHBUZ,-,y
RAHNOF,10.1002/chem.201101341,
RAJFAL,-,y
RANCEQ,10.1021/ic201919q,
RAPYOY,10.1021/ic201442u,
RAPYUE,10.1021/ic201442u,
RAQVEM,10.1016/j.poly.2011.12.030,
RARYOZ,10.1021/ic048266k,
RASKIH,10.1016/j.poly.2012.02.006,
RASXEP01,10.1002/anie.200500453,
RASXIT,10.1016/j.inoche.2005.04.019,
RATCUL01,10.1002/adfm.200600676,
RATCUL02,10.1002/adfm.200600676,
RATCUL03,10.1002/adfm.200600676,
RATDAS02,10.1071/CH06176,
RATNIL,10.1016/j.poly.2012.02.027,
RATRUB,10.1016/j.poly.2012.02.032,
RATSAI,10.1016/j.poly.2012.02.032,
RATVEP,10.1016/j.poly.2012.03.008,
RAVJOP,10.1021/cg2016963,
RAVVIU,10.1021/ic048986r,
RAVVIU01,10.1021/ic048986r,
RAVVOA,10.1021/ic048986r,
RAVVOA01,10.1021/ic048986r,
RAVVOA02,10.5012/bkcs.2008.29.12.2383,
RAVVUH,10.1126/science.1220131,
RAVWAO,10.1126/science.1220131,
RAVWES,10.1126/science.1220131,
RAVWIW,10.1126/science.1220131,
RAVWOC,10.1126/science.1220131,
RAVWUI,10.1126/science.1220131,
RAVXAP,10.1126/science.1220131,
RAVXET,10.1126/science.1220131,
RAVXIX,10.1126/science.1220131,
RAVXOD,10.1126/science.1220131,
RAXCAW,10.1039/c0ce00687d,
RAXCEA,10.1039/c0ce00687d,
RAXCOK,10.1039/c1ce05201b,
RAXDAX,10.1039/c1ce05231d,
RAXROX,-,y
RAXYOF,10.1021/ic0512328,
RAYFAA,10.1039/c2cc31590d,
RAYFEE,10.1039/c2cc31590d,
RAYKEJ,10.1039/c2cc32103c,
RAYKIN,10.1039/c2cc32103c,
RAYKUZ,10.1039/c2cc32103c,
RAYLAG,10.1039/c2cc32103c,
RAYLEK,10.1039/c2cc32103c,
RAYLIO,10.1039/c2cc32103c,
RAYLOU,10.1039/c2cc32103c,
RAYLUA,10.1039/c2cc32103c,
RAYMAG,10.1016/j.solidstatesciences.2005.04.020,
RAYMAH,10.1039/c2cc32103c,
RAYMIP,10.1039/c2cc32347h,
RAYMOV,10.1039/c2cc32347h,
RAZGOQ,10.1016/j.poly.2012.04.012,
RAZXIA,10.1021/ja0546065,
RAZYIC,10.1039/c2cc31770b,
RAZYOI,10.1039/c2cc31770b,
REBCAE,10.1039/c2cc31257c,
REDROI,10.1016/j.inoche.2005.10.030,
REDYEG,10.1016/j.inoche.2012.07.048,
REFJET,10.1016/j.inoche.2012.07.014,
REFTON,10.1039/c2ra21863a,
REFTUT,10.1039/c2ra21863a,
REGJIW,10.1002/anie.199709911,
REGJIW01,10.1039/b500614g,
REGJIW02,10.1021/ic101897a,
REGLOG,10.1039/c2ce26312b,
REGQUR,10.1039/c2ce26290h,
REGRAY,10.1039/c2ce26290h,
REGREC,10.1039/c2ce26290h,
REGRIG,10.1039/c2ce26290h,
REGXOS,10.1039/c2cc36651g,
REGYOT,10.1039/c2cc35461f,
REHHOD,10.1039/c2ce25913c,
REHJEV,10.1039/c2ce26009c,
REHJIZ,10.1039/c2ce26009c,
REHMEY,10.1039/c2ce26034d,
REJLEY,10.1002/ejic.200501121,
REJLIC,10.1002/ejic.200501121,
REJVOS,10.1021/ic060543v,
RELLAW,10.1021/ic060437t,
RENWEM01,-,y
REPCIZ,10.1002/anie.200601668,
RESQAJ,10.1039/c3ce40119g,
RESSAK,10.1021/cg060343u,
RESWOC,10.1021/ic060568u,
RESWUI,10.1021/ic060568u,
RESWUI01,10.1021/ic100822s,
RESWUI02,10.1021/cg400531j,
RETBEZ,10.1039/C3CE00009E,
REWLEM,10.1246/cl.2013.298,
REWNEO,10.1039/c3ee24506c,
REWNEO01,10.1038/srep01149,
REXCII,10.1038/nature11990,
REXCOO,10.1038/nature11990,
REXCUU,10.1038/nature11990,
REXDAB,10.1038/nature11990,
REXDEF,10.1038/nature11990,
REXDIJ,10.1038/nature11990,
REXDOP,10.1038/nature11990,
REXDUV,10.1038/nature11990,
REXFAD,10.1038/nature11990,
REXFEH,10.1038/nature11990,
REXFIL,10.1038/nature11990,
REXFOR,10.1038/nature11990,
REXFUX,10.1038/nature11990,
REYBAA,10.1039/c3ce26864k,
REYCEF,10.1039/c3ce26864k,
REYCOP,10.1039/c3ce26864k,
REYNUG,10.1039/C3CE27048C,
REYPIW,10.1039/C3CE26854C,
REZVAU,10.1126/science.1135445,
RIBDAJ,10.1039/C3DT51103K,
RIBDEN,10.1039/C3DT51103K,
RIBTAZ,10.1039/C3CE40599K,
RICBEM,10.1039/C3CC43681K,
RICHIV,10.1002/chem.200600966,
RIDCEN,10.1002/anie.200604306,
RIDDUE,10.1002/anie.200604284,
RIDGIW,10.1002/chem.201301212,
RIDKOE,10.1002/anie.199702471,
RIFDUG01,10.1039/c2ce26115d,
RIFQEC,10.1006/jssc.1996.0382,
RIFQUT,10.1016/j.jssc.2007.03.015,
RIFSOQ,10.1002/asia.201300758,
RIGWIP,10.1021/ic302556r,
RIHJUO,10.1002/anie.200604284,
RIHXIR,10.1017/S0885715612000681,
RILVOZ,10.1107/S0108270113008512,
RINPEJ,10.1039/b105130j,
RIPNIP,10.1107/S1600536813031887,
RIPTAM,10.1016/j.inoche.2007.07.015,
RIPWEU,10.1002/asia.201301305,
RIRDAZ,10.1039/C3CE42075B,
RITDAB,10.1039/c3ra41627e,
RITDEF,10.1039/c3ra41627e,
RIVDEF,10.1002/anie.199706361,
RIWSUM,10.1021/cg7007232,
RIXBEG,10.1021/cg700797v,
RIXBIK,10.1021/cg700797v,
RIYBEI,10.1021/ja502996h,
RIYBIM,10.1021/ja502996h,
RIYBOS,10.1021/ja502996h,
RIYDEJ,10.1016/j.poly.2007.12.021,
ROGLOP,10.1039/b812402g,
ROGMEG,10.1002/chem.200801064,
ROGSAI,10.1002/chem.200800430,
ROJNEJ,10.1002/anie.199720761,
ROLZAV,10.1039/C4CE01400F,
ROMQAN,10.1002/chem.201403162,
ROMQER,10.1002/chem.201403162,
RONCIG,10.1016/S0277-5387(96)00352-X,
RONSIY,10.1039/C4DT01890G,
RONZID,10.1007/BF01029939,
RONZUP,10.1007/BF01029940,
ROQVIE,10.1039/C4DT02338B,
RORRIB,10.1021/cg500828s,
RORVAX,10.1021/cg500978s,
ROSCEH,10.1021/ic0006504,
ROSKER,10.1021/cg500636m,
ROTQIC,10.1002/chem.201402855,
ROTTOL,10.1039/C4CC09228G,
RUBHOM,10.1016/j.solidstatesciences.2008.04.022,
RUBHUS,10.1016/j.solidstatesciences.2008.04.022,
RUBTAK01,10.1039/b914919h,
RUBTAK02,10.1021/cm1022882,
RUBTAK03,10.1021/cg501386j,
RUCGOM,10.1246/cl.2009.526,
RUFMUA,10.1039/a700675f,
RUFMUA01,10.1039/c2cc34006b,
RUHCED,10.1039/b822163d,
RUJGOT,10.1021/ic900893m,
RULQIY,-,y
RULXOM,10.1021/ic900475q,
RULXUS,10.1021/ic900475q,
RUMWUS,10.1021/ja9000129,
RUPRUQ,10.1021/ja903726m,
RUPZIM,10.1016/j.solidstatesciences.2009.02.005,
RURPEA,10.1002/anie.200806039,
RURQEB,10.1039/b900879a,
RUSSAA,10.1016/j.inoche.2009.12.002,
RUTBUE,10.1021/ic100700f,
RUTNOK,10.1021/ja103016y,
RUTPAY01,10.1021/ja103016y,
RUVKAV,10.1021/cg100046j,
RUVKOJ,10.1021/cg100500p,
RUVMAX,10.1021/cg1003403,
RUWWOW,10.1021/cg100078b,
RUWWOW01,10.1021/cg100078b,
RUWWUC,10.1021/cg100078b,
RUWXAJ,10.1021/cg100078b,
RUWXEN,10.1021/cg100078b,
SABVOH,10.1002/chem.200305413,
SABVOH01,10.1021/ic800008f,
SABVUN,10.1002/chem.200305413,
SABWAU,10.1002/chem.200305413,
SACDOR,10.1002/anie.201002053,
SACDUX,10.1002/anie.201002053,
SADLEQ,10.1021/cm100503q,
SADLIU,10.1021/cm100503q,
SADLOA,10.1021/cm100503q,
SADMIV,10.1021/cm1008587,
SADMOB,10.1021/cm1008587,
SADMUH,10.1021/cm1008587,
SAHNIZ,10.1021/ic049068w,
SAHYAD,10.1039/c1cc14477d,
SAHYAD01,10.1039/c1cc14477d,
SAHYAD02,10.1039/c1cc14477d,
SAHYAD03,10.1039/c1cc14477d,
SAHYIK,10.1038/46248,
SAHYIL,10.1039/c1cc14477d,
SAHYOQ,10.1038/46248,
SAHYOQ02,10.1126/science.1113247,
SAHYOQ03,10.1039/b511941c,
SAHYOQ04,10.1039/b511941c,
SAHYOQ05,10.1039/b511941c,
SAKDEP,10.1039/c1cc15574a,
SAKNOJ,10.1039/c1cc15687j,
SAKRAZ,10.1039/c1cc16209h,
SAKRED,10.1039/c1cc16209h,
SALLAT,-,y
SALRON,10.1007/s11243-004-9687-8,
SAMLAV,10.1039/c1cc15891k,
SAMLAV01,10.1039/c1cc15891k,
SAMLAV02,10.1039/c1cc15891k,
SAMLAV03,10.1039/c1cc15891k,
SAPBIW,10.1038/ncomms1618,
SAPJEA,10.1021/ja070733k,
SAPJIE,10.1021/ja070733k,
SAQQAD,10.1021/ic0500457,
SAQQEH,10.1021/ic0500457,
SAQQIL,10.1021/ic0500457,
SAQQOR,10.1021/ic0500457,
SAQZOB,10.1039/c2cc30988b,
SARBOE,10.1039/c2cc31211e,
SARBUK,10.1039/c2cc31211e,
SARCAR,10.1039/c2cc31211e,
SARGUP,10.1126/science.1217544,
SARHAW,10.1126/science.1217544,
SARHEA,10.1126/science.1217544,
SARMEE,10.1039/b415337e,
SARMII,10.1039/b415337e,
SARMOO,10.1039/b415337e,
SARNOQ,10.1039/c2sc00017b,
SATBEW,10.1002/chem.201101963,
SATBIA,10.1002/chem.201101963,
SATCAT,10.1002/chem.201101963,
SATCEX,10.1002/chem.201101963,
SATNOR,10.1002/anie.200501508,
SATNOR01,10.1002/anie.200501508,
SAXFII,10.1021/cg300036y,
SAYKIO,10.1021/ic202577z,
science.1056698,10.1126/science.1056598,
SEFBOV,10.1002/anie.200503023,
SEFNIB,10.1021/cg050378e,
SEFSOM,10.1021/cg050458i,
SEGBIR,10.1039/c2cc37453f,
SEGBOX,10.1039/c2cc37453f,
SEHSOO,10.1021/ic060116h,
SEHSUU,10.1021/ic060116h,
SEHTAB,10.1021/ic060116h,
SEHTEF,10.1021/ic060116h,
SEHXIN,10.1021/ic051557o,
SEHZUB,10.1021/ic0520418,
SEJBAL,10.1021/ic0520418,
SEMFEX,10.1039/c2dt31852k,
SEMFIB,10.1039/c2dt31852k,
SEMFOH,10.1039/c2dt31852k,
SEMNEF,10.1021/ja3055639,
SEMNIJ,10.1021/ja3055639,
SENVIR,10.1021/ja063538z,
SENWAL,10.1021/ic302641v,
SENWEP,10.1021/ic302641v,
SENWIT,10.1021/ic302641v,
SENWOZ,10.1021/ic302641v,
SEQSIS,10.1021/cg301827p,
SEQSOY,10.1021/cg301827p,
SEQTEP,10.1021/cg301161c,
SERCEZ,10.1021/ic302010e,
SERJOP,10.1021/ic061095u,
SERJUV,10.1021/ic061095u,
SERKAC,10.1021/ic061095u,
SERKEG,10.1021/ic061095u,
SERKOQ,10.1021/ic0612303,
SERWAP,10.1039/c3cc41140k,
SESDEA,10.1016/j.inoche.2006.07.009,
SESDEA01,10.1016/j.dyepig.2014.01.032,
SETFUT,10.1107/S1600536806046642,
SETPEO,10.1021/cg301724v,
SETQOZ,10.1021/cm301242d,
SETQUF,10.1021/cm301242d,
SETSIV,10.1002/anie.201206042,
SETSOB,10.1002/anie.201206042,
SETTAO,10.1002/anie.201206042,
SETWOF,10.1039/c3ce40210j,
SETWUL,10.1039/c3ce40210j,
SETXAS,10.1039/c3ce40210j,
SEVLEM,10.1039/C3CC39287B,
SEVWEV,-,y
SEWCED,10.1002/anie.200602099,
SEYDUW,10.1021/cg060248l,
SEYFAE,10.1021/cg060248l,
SEYFEI,10.1021/cg060248l,
SIBMIB,10.1080/00958972.2013.805410,
SICDAL,10.1021/jp312179e,
SICZIP,10.1039/C3CC43801E,
SICZOV,10.1039/C3CC43801E,
SIFVAG,10.1021/om400228s,
SIKYER,10.1039/b706823a,
SINXET,10.1016/j.poly.2007.07.052,
SIPVOD,-,y
SIPWUK,-,y
SIQQEO,10.1039/a802595i,
SIRZUQ,10.1039/C3DT52888J,
SISFEH,10.1039/C3CE41975D,
SISPUH,10.1002/jccs.201200612,
SISQAO,10.1002/jccs.201200612,
SISQES,10.1002/jccs.201200612,
SISQIW,10.1002/jccs.201200612,
SITTUM,10.1080/00958972.2013.859680,
SIVKAK,10.1246/bcsj.81.268,
SIVVAW,10.1039/C3CE42216J,
SIVWUR,10.1016/j.poly.2013.10.022,
SIWGUB,10.1021/ic070167u,
SIXFIQ,10.1039/C3CE42219D,
SIXFIQ01,10.1039/C3CE42219D,
SIZNIA,10.1039/C4CE00187G,
SIZPAT,10.1021/ic701097k,
SIZPEX,10.1021/ic701097k,
SIZPUN,10.1039/B801103F,
SOBZEQ,10.1016/j.molstruc.2014.03.027,
SOCKOM,10.1021/cg401599x,
SOCLAZ,10.1021/cg401599x,
SOCPOQ,10.1002/chem.200701852,
SODKON,10.1039/C4CE00480A,
SODQOT,10.1039/C4CE00408F,
SODXUG,10.1021/cg401692e,
SODZIV,10.1002/ejic.200800222,
SOGWIV,10.1016/j.inoche.2008.05.010,
SOGXAP,10.1016/j.solidstatesciences.2013.12.006,
SOHGUS,10.1002/zaac.200800158,
SOHMEI,10.1002/anie.200802545,
SOHMUY,10.1002/anie.200802545,
SOJDEB,10.1016/j.molstruc.2008.01.027,
SOJGOO,10.1016/j.molstruc.2008.03.044,
SOKKOT,10.1021/ja805272j,
SOKXOH,10.1021/cg401817g,
SOMCON,10.1002/anie.200802545,
SOMJOV,10.1039/C4CE01583E,
SONTAR,10.1021/ic8017826,
SONTUL,10.1021/ja807357r,
SONVAT,10.1021/ja807357r,
SONVEX,10.1021/ja807357r,
SONVIB,10.1021/ja807357r,
SOPLEQ,10.1039/C4CE01379D,
SOPLOA,10.1039/C4CE01379D,
SOPPOD,10.1016/j.ica.2008.05.029,
SOQDEI,10.1016/j.ica.2008.04.044,
SOQSAU,10.1021/ic5013473,
SOQSEY,10.1021/ic5013473,
SOSSEA,10.1039/C4DT02897J,
SOTTUR,10.1016/j.ica.2008.04.052,
SOTWOP,10.1021/cg500114k,
SOTWUV,10.1021/cg500114k,
SOTXAC,10.1021/cg500114k,
SOTXEG,10.1021/cg500114k,
SOTXIK,10.1021/cg500114k,
SOVHAM,10.1007/BF01153297,
SOVLEW,10.1021/cg401802s,
SOWCOY,10.1021/acs.cgd.5b00614,
SOWCOY01,10.1021/acs.cgd.5b00614,
SOWYIM,10.1021/ic00046a028,
SOWYOS,10.1021/ic00046a028,
SOXDAM,10.1039/C4TA04396K,
SOXDEQ,10.1039/C4TA04396K,
SOXHUI,-,y
SOYWOT,10.1021/ja807357r,
SUGVUM,10.1002/chem.200902306,
SUGWEX03,10.1002/chem.200902306,
SUHHOT,-,y
SUJNUH,10.1039/b917029d,
SUJQOE,10.1002/anie.200905898,
SUJREV,10.1002/anie.200905898,
SUKNOC,10.1002/anie.200904501,
SUKNUI,10.1002/anie.200904501,
SUKPAQ,10.1002/anie.200904501,
SUKYIH,10.1002/anie.200904983,
SUKYON,10.1002/anie.200904983,
SULKIU,-,y
SUNHUF,10.1002/anie.200900134,
SUNJER,10.1002/anie.200900134,
SUNJIV,10.1002/anie.200900134,
SUNJOB,10.1002/anie.200900134,
SUNJOB01,10.1002/anie.201003900,
SUNLET,10.1002/anie.200806227,
SUPLOF,10.1021/ja809352y,
SUTBIT,10.1021/cm902899t,
TACJIS,10.1039/c0dt00255k,
TACPAP,10.1002/anie.200250633,
TADCAE,10.1039/c002573a,
TADWEC,10.1002/anie.201003377,
TADWIG,10.1002/anie.201003377,
TADYEE,10.1080/00958972.2010.527961,
TADYII,10.1080/00958972.2010.527961,
TAFBIN,10.1039/c002677h,
TAFCIO,10.1039/b921532h,
TAGBUZ,10.1021/cg025614p,
TAGCIP,10.1021/ic100184q,
TAGSEB,-,y
TAKYEL,10.1007/s11224-010-9627-5,
TAKYOV,10.1007/s11224-010-9627-5,
TALJUM,10.1021/ja042222t,
TAMJAU,10.1039/c2cc17440e,
TAMJEY,10.1039/c2cc17440e,
TAMZUE,10.1039/c0ce00881h,
TANBAN,10.1039/c0ce00881h,
TANBER,10.1039/c0ce00881h,
TANBIV,10.1039/c0ce00881h,
TANBOZ,10.1016/S0020-1693(00)81684-9,
TANLAX,10.1039/c0ce00895h,
TAPHOJ,10.1039/c0ce00715c,
TAPKAY,10.1039/c0ce00791a,
TAPXIT,10.1021/ic9021992,
TAPXIT01,10.1021/ic9021992,
TAPXOZ,10.1021/ic9021992,
TAQGEZ,10.1039/c0ce00961j,
TARVOX,10.1039/cc9960001099,
TARVUD,10.1039/cc9960001099,
TARWAK,10.1039/cc9960001099,
TARWEO,10.1039/cc9960001099,
TASJUT,10.1039/b506596h,
TASVUG,10.1002/chem.201102278,
TASWOB,10.1002/chem.201102278,
TASXIW,10.1002/chem.201101183,
TASYUJ,10.1002/chem.201101998,
TASZAQ,10.1002/chem.201101998,
TASZEU,10.1002/chem.201101998,
TATPOV,10.1002/chem.201102734,
TATSIS,10.1002/chem.201102295,
TAXHUX,10.3390/cryst2030974,
TAYNEN,10.1016/j.poly.2005.06.026,
TAZLIR,10.1002/asia.201101002,
TAZLOX,10.1002/asia.201101002,
TAZLUD,10.1002/asia.201101002,
TEBCEK,-,y
TEBFUD,-,y
TEBSAW,10.1002/zaac.201100407,
TEBWII,10.1002/zaac.201100376,
TEBYIK,10.1002/zaac.201100256,
TECTUS,10.1039/c2cc34006b,
TECVEE,10.1039/c2cc34006b,
TEDGOA,10.1039/c2jm32990e,
TEDGUG,10.1039/c2jm32990e,
TEDHAN,10.1039/c2jm32990e,
TEDLUK,10.1002/chem.200501242,
TEDSIG,10.1002/zaac.201100397,
TEFWIL,10.1039/b600188m,
TEFWOR,10.1039/b600188m,
TEHRUU,10.1039/b601876a,
TEJGAS,10.1016/j.inoche.2012.03.008,
TEJGEW,10.1016/j.inoche.2012.03.008,
TEJGIA,10.1016/j.inoche.2012.03.008,
TEJGIA01,-,y
TEJLOL,10.1016/j.inoche.2012.03.023,
TEJQAC,10.1016/j.poly.2012.05.047,
TEMPAE,10.1016/j.crci.2012.09.001,
TEMPEI,10.1016/j.crci.2012.09.001,
TENLIJ,10.1016/j.molstruc.2012.08.036,
TEPGUS,10.1039/c2ce26612a,
TEQPAI,10.1039/c2cc36894c,
TEQPEM,10.1039/c2cc36894c,
TEQTAM,10.1039/c2nj40805h,
TEQTEQ,10.1039/c2nj40805h,
TEQVAO,10.1039/c2nj40752c,
TEQVOC,10.1039/c2nj40752c,
TERFIH,10.1039/c2sc21289g,
TERFUT,10.1039/c2sc21289g,
TERNUA,10.1107/S1600536806047143,
TESGOO,10.1071/CH06176,
TESGUU,10.1071/CH06176,
TESHAB,10.1071/CH06176,
TETWOG,10.1039/c2dt32022c,
TETWUM,10.1039/c2dt32022c,
TETZEZ,10.1039/c2dt31965a,
TETZID,10.1039/c2dt31965a,
TEVZEA,10.1071/CH06176,
TEVZIE,10.1071/CH06176,
TEVZOK,10.1071/CH06176,
TEVZUQ,10.1071/CH06176,
TEWFUY,10.1021/cg3017563,
TEWFUY01,10.1021/cg3017563,
TEWGEJ,10.1021/cg3017563,
TEWGEJ01,10.1021/cg3017563,
TEXTOH,10.1002/anie.201207610,
TEYHIP,10.1021/ja067374y,
TEYLIU,10.1002/zaac.201200325,
TICPOL,10.1021/om060898m,
TIDMEA,10.1021/cm302381k,
TIFBOA,10.1246/bcsj.80.960,
TIFDOB,10.1021/ja016133h,
TIFHAT,10.1080/00958972.2012.762975,
TIFHEX,10.1080/00958972.2012.762975,
TIGDOD,10.1107/S1600536807035209,
